-0.00001015	-0.00000001	0.00000000
-0.00001004	-0.00000000	0.00000000
-0.00001011	-0.00000002	0.00000000
-0.00001010	-0.00000002	0.00000000
-0.00000986	-0.00000006	0.00000000
-0.00001014	-0.00000006	0.00000000
-0.00000979	-0.00000003	0.00000000
-0.00001005	-0.00000006	0.00000000
-0.00000997	-0.00000006	0.00000000
-0.00000983	-0.00000013	0.00000000
-0.00000989	-0.00000017	0.00000000
-0.00000995	-0.00000017	0.00000000
-0.00001008	-0.00000011	0.00000000
-0.00001004	-0.00000013	0.00000000
-0.00000999	-0.00000012	0.00000000
-0.00000995	-0.00000011	0.00000000
-0.00000997	-0.00000024	0.00000000
-0.00000997	-0.00000025	0.00000000
-0.00000998	-0.00000023	0.00000000
-0.00000994	-0.00000027	0.00000000
-0.00000989	-0.00000018	0.00000000
-0.00000991	-0.00000018	0.00000000
-0.00000990	-0.00000016	0.00000000
-0.00000992	-0.00000016	0.00000000
-0.00001000	-0.00000021	0.00000000
-0.00000999	-0.00000005	0.00000000
-0.00001001	-0.00000017	0.00000000
-0.00001005	-0.00000014	0.00000000
-0.00000995	-0.00000005	0.00000000
-0.00000993	-0.00000007	0.00000000
-0.00001004	-0.00000005	0.00000000
-0.00000993	-0.00000004	0.00000000
-0.00000986	-0.00000002	0.00000000
-0.00000997	-0.00000015	0.00000000
-0.00001007	-0.00000013	0.00000000
-0.00001004	-0.00000015	0.00000000
-0.00001010	-0.00000007	0.00000000
-0.00001003	-0.00000011	0.00000000
-0.00001004	-0.00000016	0.00000000
-0.00001003	-0.00000017	0.00000000
-0.00000999	-0.00000021	0.00000000
-0.00001004	-0.00000016	0.00000000
-0.00000996	-0.00000017	0.00000000
-0.00001004	-0.00000016	0.00000000
-0.00000986	-0.00000013	0.00000000
-0.00001000	-0.00000015	0.00000000
-0.00000974	-0.00000010	0.00000000
-0.00000969	-0.00000004	0.00000000
-0.00000983	-0.00000002	0.00000000
-0.00000979	-0.00000002	0.00000000
-0.00000984	-0.00000012	0.00000000
-0.00000993	-0.00000018	0.00000000
-0.00000998	-0.00000010	0.00000000
